como-v-parma|Moise Kean|19/20
como-v-parma|Anastasios Douvikas|1/1
como-v-parma|Nicolas Paz|31/20
como-v-parma|Assane Diao|19/10
como-v-parma|Mattia Liberali|9/4
como-v-parma|Riccardo Cassano|9/4
como-v-parma|Martin Baturina|5/2
como-v-parma|Jesus Rodriguez|13/5
como-v-parma|Luca Mazzitelli|100/30
como-v-parma|Adrian Lahdo|10/3
como-v-parma|Lucas Da Cunha|18/5
como-v-parma|Maxence Caqueret|4/1
como-v-parma|Samuele Ricci|11/2
como-v-parma|David Romero|11/2
como-v-parma|Simone Lontani|6/1
torino-v-as-roma|Donyell Malen|87/100
torino-v-as-roma|Santiago Castro|6/4
torino-v-as-roma|Paulo Dybala|15/8
torino-v-as-roma|Lorenzo Pellegrini|2/1
torino-v-as-roma|Matias Soule|23/10
torino-v-as-roma|Antonio Arena|5/2
torino-v-as-roma|Giovanni Simeone|3/1
torino-v-as-roma|Che Adams|7/2
torino-v-as-roma|Rodrigo Mora|7/2
torino-v-as-roma|Duvan Zapata|7/2
torino-v-as-roma|Sandro Kulenovic|4/1
torino-v-as-roma|Niccolo Pisilli|17/4
torino-v-as-roma|Gaetano Oristanio|19/4
torino-v-as-roma|Nikola Vlasic|5/1
torino-v-as-roma|Tino Anjorin|11/2
internazionale-v-udinese|Lautaro Martinez|10/11
internazionale-v-udinese|Pio Esposito|1/1
internazionale-v-udinese|Marcus Thuram|11/10
internazionale-v-udinese|Ange Bonny|27/20
internazionale-v-udinese|Hakan Calhanoglu|5/2
internazionale-v-udinese|Piotr Zielinski|7/2
internazionale-v-udinese|Keinan Davis|4/1
internazionale-v-udinese|Curtis Jones|4/1
internazionale-v-udinese|Henrikh Mkhitaryan|4/1
internazionale-v-udinese|Federico Dimarco|17/4
internazionale-v-udinese|Nicolo Barella|17/4
internazionale-v-udinese|Luis Henrique de Lima|5/1
internazionale-v-udinese|Idrissa Gueye|5/1
internazionale-v-udinese|Petar Sucic|11/2
internazionale-v-udinese|Vakoun Bayo|11/2
leeds-united-v-newcastle-united|Dominic Calvert-Lewin|17/10
leeds-united-v-newcastle-united|Lukas Nmecha|15/8
leeds-united-v-newcastle-united|Yoane Wissa|23/10
leeds-united-v-newcastle-united|Noah Okafor|5/2
leeds-united-v-newcastle-united|Matias Fernandez-Pardo|14/5
leeds-united-v-newcastle-united|Harvey Barnes|29/10
leeds-united-v-newcastle-united|Harry Wilson|29/10
leeds-united-v-newcastle-united|Daniel James|16/5
leeds-united-v-newcastle-united|Jean Negoce|4/1
leeds-united-v-newcastle-united|Bazoumana Toure|4/1
leeds-united-v-newcastle-united|Brenden Aaronson|4/1
leeds-united-v-newcastle-united|Anthony Elanga|9/2
leeds-united-v-newcastle-united|Anton Stach|9/2
leeds-united-v-newcastle-united|Jacob Murphy|5/1
leeds-united-v-newcastle-united|Jacob Ramsey|6/1
villarreal-v-real-betis|Georges Mikautadze|7/5
villarreal-v-real-betis|Gerard Moreno|6/4
villarreal-v-real-betis|Troy Parrott|15/8
villarreal-v-real-betis|Cucho Hernandez|21/10
villarreal-v-real-betis|Ayoze Perez|21/10
villarreal-v-real-betis|Cheikh Thiam|9/4
villarreal-v-real-betis|Tani Oluwaseyi|9/4
villarreal-v-real-betis|Antony|11/4
villarreal-v-real-betis|Nicolas Pepe|11/4
villarreal-v-real-betis|Tajon Buchanan|10/3
villarreal-v-real-betis|Alberto Moleiro|10/3
villarreal-v-real-betis|Abdessamad Ezzalzouli|10/3
villarreal-v-real-betis|Ilias Akhomach|7/2
villarreal-v-real-betis|Nizar El Jmili|7/2
villarreal-v-real-betis|Alarcon Isco|18/5
