Bundesliga|2025|Alexis Claude Maurice|Augsburg|F M S|29|2135|5|4|4.82|0.20|71|2.99|0.0679|3.22|0.14|32|10.87
Bundesliga|2025|Anton Kade|Augsburg|D F M S|28|1740|6|6|6.71|0.35|48|2.48|0.1398|3.09|0.16|25|10.92
Bundesliga|2025|Arnaud Nordin|Mainz 05|D F M S|13|468|0|0|0.72|0.14|13|2.50|0.0555|0.14|0.03|2|1.07
Bundesliga|2025|Cyriaque Irié|Freiburg|M S|10|331|0|0|0.60|0.16|7|1.90|0.0862|0.13|0.04|4|1.37
Bundesliga|2025|Derry Scherhant|Freiburg|M S|31|1253|5|5|3.32|0.24|36|2.59|0.0921|1.96|0.14|22|5.47
Bundesliga|2025|Fabian Rieder|Augsburg|D F M S|32|2387|6|4|2.65|0.10|38|1.43|0.0698|5.38|0.20|44|11.63
Bundesliga|2025|Jan-Niklas Beste|Freiburg|M S|28|1721|2|2|3.50|0.18|24|1.26|0.1457|3.78|0.20|36|10.33
Bundesliga|2025|Jens Stage|Werder Bremen|M|29|2489|10|10|6.10|0.22|57|2.06|0.1070|3.48|0.13|26|12.63
Bundesliga|2025|Jonah Kusi-Asare|Bayern Munich|S|1|1|0|0|0.00|0.00|0|0.00|0.0000|0.00|0.00|0|0.00
Bundesliga|2025|Justin Njinmah|Werder Bremen|D F M S|33|1963|5|5|6.78|0.31|62|2.84|0.1093|1.24|0.06|17|11.16
Bundesliga|2025|Lucas Höler|Freiburg|F M S|33|2070|3|3|5.25|0.23|33|1.43|0.1590|2.08|0.09|24|8.26
Bundesliga|2025|Marco Grüll|Werder Bremen|F M S|33|2039|3|3|4.23|0.19|43|1.90|0.0983|2.31|0.10|33|9.54
Bundesliga|2025|Mert Kömür|Augsburg|F M S|28|1455|2|2|4.65|0.29|41|2.54|0.1133|2.77|0.17|21|7.05
Bundesliga|2025|Michael Gregoritsch|Augsburg|F S|17|926|6|5|5.46|0.53|29|2.82|0.1882|1.52|0.15|7|6.95
Bundesliga|2025|Nicolas Jackson|Bayern Munich|F M S|23|991|8|8|8.49|0.77|38|3.45|0.2235|2.09|0.19|17|13.03
Bundesliga|2025|Rodrigo Ribeiro|Augsburg|F S|14|629|2|2|4.63|0.66|26|3.72|0.1781|0.03|0.00|1|5.41
Bundesliga|2025|Salim Musah|Werder Bremen|F S|8|182|1|1|0.47|0.23|7|3.46|0.0672|0.25|0.13|3|0.81
Bundesliga|2025|Sepe Elye Wahi|Eintracht Frankfurt|F S|10|309|0|0|1.03|0.30|7|2.04|0.1475|0.60|0.17|4|1.78
Bundesliga|2025|Uchenna Ogundu|Augsburg|S|5|33|0|0|0.16|0.43|3|8.18|0.0529|0.00|0.00|0|0.28
Bundesliga|2025|Vincenzo Grifo|Freiburg|M S|33|1733|7|3|2.43|0.13|30|1.56|0.0810|5.39|0.28|39|10.18
Bundesliga|2025|Yan Diomande|RasenBallsport Leipzig|F M S|33|2507|12|12|8.03|0.29|53|1.90|0.1515|10.05|0.36|57|29.47
Bundesliga|2025|Yuito Suzuki|Freiburg|M S|25|1645|4|4|4.18|0.23|38|2.08|0.1099|2.10|0.11|25|8.44
EPL|2025|Anton Stach|Leeds|M S|29|2394|5|5|2.92|0.11|55|2.07|0.0531|5.96|0.22|61|10.15
EPL|2025|Benjamin Sesko|Manchester United|F S|30|1636|11|11|12.50|0.69|61|3.36|0.2050|0.60|0.03|9|14.23
EPL|2025|Brenden Aaronson|Leeds|F M S|37|2517|4|4|5.88|0.21|46|1.64|0.1279|5.66|0.20|34|13.20
EPL|2025|Brian Brobbey|Sunderland|F S|31|1943|7|7|7.11|0.33|36|1.67|0.1976|1.51|0.07|15|9.29
EPL|2025|Bruno Fernandes|Manchester United|M|35|3082|9|5|7.36|0.22|85|2.48|0.0866|17.76|0.52|137|25.94
EPL|2025|Bryan Mbeumo|Manchester United|F M S|33|2676|11|11|13.31|0.45|73|2.46|0.1823|5.09|0.17|45|22.32
EPL|2025|Callum Wilson|West Ham|F M S|32|1229|7|7|7.60|0.56|38|2.78|0.2001|1.03|0.08|8|6.90
EPL|2025|Charalampos Kostoulas|Brighton|F S|21|309|2|2|2.26|0.66|21|6.12|0.1075|1.28|0.37|10|3.50
EPL|2025|Chemsdine Talbi|Sunderland|F M S|28|1556|4|4|2.32|0.13|25|1.45|0.0930|0.60|0.03|12|3.23
