CAR-at-ATL|Bijan Robinson|-185
CAR-at-ATL|Chuba Hubbard|-120
CAR-at-ATL|Drake London|+185
CAR-at-ATL|Tetairoa McMillan|+200
CAR-at-ATL|Jalen Coker|+325
CAR-at-ATL|Jonathon Brooks|+360
CAR-at-ATL|Brian Robinson|+420
CAR-at-ATL|Kyle Pitts Sr.|+425
CAR-at-ATL|Darren Waller|+475
CAR-at-ATL|Bryce Young|+525
CAR-at-ATL|Xavier Legette|+575
CAR-at-ATL|Jahan Dotson|+650
CAR-at-ATL|Tommy Tremble|+700
CAR-at-ATL|Olamide Zaccheaus|+800
CAR-at-ATL|A J Dillon|+900
CAR-at-ATL|Zachariah Branch|+1050
CAR-at-ATL|Mitchell Evans|+1200
CAR-at-ATL|John Metchie|+1200
CAR-at-ATL|Austin Hooper|+1400
CAR-at-ATL|JaTavion Sanders|+1900
CAR-at-ATL|Brycen Tremayne|+2500
CAR-at-ATL|Charlie Woerner|+2500
CAR-at-ATL|Feleipe Franks|+3500
CIN-at-HOU|David Montgomery|-135
CIN-at-HOU|Chase Brown|+115
CIN-at-HOU|JaMarr Chase|+125
CIN-at-HOU|Nico Collins|+140
CIN-at-HOU|Tee Higgins|+190
CIN-at-HOU|Woody Marks|+220
CIN-at-HOU|Dalton Schultz|+250
CIN-at-HOU|Xavier Hutchinson|+260
CIN-at-HOU|Kayshon Boutte|+310
CIN-at-HOU|Jaylin Noel|+325
CIN-at-HOU|Mike Gesicki|+370
CIN-at-HOU|Samaje Perine|+650
CIN-at-HOU|Andrei Iosivas|+700
CIN-at-HOU|Foster Moreau|+900
CIN-at-HOU|Joe Burrow|+950
CIN-at-HOU|C.J. Stroud|+1000
CIN-at-HOU|Erick All|+1100
CIN-at-HOU|Jared Wayne|+1200
CIN-at-HOU|Dohnte Meyers|+1300
CIN-at-HOU|Drew Sample|+1500
CIN-at-HOU|Tanner Hudson|+1500
CIN-at-HOU|Cade Stover|+1700
CIN-at-HOU|Brevin Jordan|+2500
CIN-at-HOU|KeShawn Williams|+2800
CIN-at-HOU|Marlin Klein|+2800
CLE-at-TB|Bucky Irving|-125
CLE-at-TB|Quinshon Judkins|+145
CLE-at-TB|Emeka Egbuka|+180
CLE-at-TB|Kenneth Gainwell|+195
CLE-at-TB|Chris Godwin|+205
CLE-at-TB|Sean Tucker|+220
CLE-at-TB|Cade Otton|+275
CLE-at-TB|Jalen McMillan|+380
CLE-at-TB|Ted Hurst|+380
CLE-at-TB|Denzel Boston|+420
CLE-at-TB|Harold Fannin Jr.|+420
CLE-at-TB|Jerry Jeudy|+450
CLE-at-TB|KC Concepcion|+475
CLE-at-TB|Baker Mayfield|+575
CLE-at-TB|Deshaun Watson|+660
CLE-at-TB|Tez Johnson|+900
CLE-at-TB|Raheim Sanders|+1000
CLE-at-TB|Jaleel McLaughlin|+1000
CLE-at-TB|Isaiah Bond|+2000
CLE-at-TB|Payne Durham|+2000
CLE-at-TB|Tylan Wallace|+2200
CLE-at-TB|Kameron Johnson|+2200
CLE-at-TB|Blake Whiteheart|+2500
CLE-at-TB|Carsen Ryan|+2500
CLE-at-TB|Ko Kieft|+2800
GB-at-NYJ|Breece Hall|-105
GB-at-NYJ|MarShawn Lloyd|+160
GB-at-NYJ|Christian Watson|+190
GB-at-NYJ|Chris Brooks|+195
GB-at-NYJ|Tucker Kraft|+195
GB-at-NYJ|Garrett Wilson|+210
GB-at-NYJ|Matthew Golden|+250
GB-at-NYJ|Jayden Reed|+300
GB-at-NYJ|Braelon Allen|+360
GB-at-NYJ|Adonai Mitchell|+420
GB-at-NYJ|Omar Cooper Jr.|+500
GB-at-NYJ|Mason Taylor|+550
GB-at-NYJ|Isaiah Williams|+550
GB-at-NYJ|Kenyon Sadiq|+650
GB-at-NYJ|Jonnu Smith|+700
GB-at-NYJ|Jordan Love|+750
GB-at-NYJ|Geno Smith|+890
GB-at-NYJ|J. Michael Sturdivant|+900
GB-at-NYJ|Kaleb Johnson|+1000
GB-at-NYJ|Bo Melton|+1000
GB-at-NYJ|Josh Whyle|+1300
GB-at-NYJ|Mark Redman|+1300
