GB-at-NYJ|Jeremy Ruckert|+1700
GB-at-NYJ|Isaiah Davis|+1900
GB-at-NYJ|Jelani Woods|+2000
MIN-at-CHI|Aaron Jones|-135
MIN-at-CHI|DAndre Swift|-130
MIN-at-CHI|Justin Jefferson|+180
MIN-at-CHI|Colston Loveland|+185
MIN-at-CHI|Kyle Monangai|+200
MIN-at-CHI|Luther Burden|+210
MIN-at-CHI|Rome Odunze|+225
MIN-at-CHI|Jordan Addison|+310
MIN-at-CHI|Kalif Raymond|+325
MIN-at-CHI|Caleb Williams|+330
MIN-at-CHI|T.J. Hockenson|+400
MIN-at-CHI|Jauan Jennings|+475
MIN-at-CHI|Cole Kmet|+500
MIN-at-CHI|DeeJay Dallas|+525
MIN-at-CHI|Demond Claiborne|+850
MIN-at-CHI|Josh Oliver|+900
MIN-at-CHI|Carson Wentz|+1000
MIN-at-CHI|Jahdae Walker|+1200
MIN-at-CHI|Roschon Johnson|+1300
MIN-at-CHI|Zavion Thomas|+1900
MIN-at-CHI|Tai Felton|+2500
MIN-at-CHI|Myles Price|+3000
MIN-at-CHI|Max Bredeson|+3500
MIN-at-CHI|Sam Roush|+3500
MIN-at-CHI|Gavin Bartholomew|+5000
NO-at-BAL|Derrick Henry|-220
NO-at-BAL|Zay Flowers|+135
NO-at-BAL|Mark Andrews|+145
NO-at-BAL|Travis Etienne|+185
NO-at-BAL|Lamar Jackson|+200
NO-at-BAL|Chris Olave|+200
NO-at-BAL|Rashod Bateman|+210
NO-at-BAL|Juwan Johnson|+420
NO-at-BAL|Alvin Kamara|+420
NO-at-BAL|Devaughn Vele|+450
NO-at-BAL|Justice Hill|+500
NO-at-BAL|Tyler Shough|+525
NO-at-BAL|Chris Moore|+600
NO-at-BAL|LaJohntay Wester|+625
NO-at-BAL|Devontez Walker|+750
NO-at-BAL|Bryce Lance|+800
NO-at-BAL|Durham Smythe|+900
NO-at-BAL|Kendre Miller|+900
NO-at-BAL|Noah Fant|+950
NO-at-BAL|Josh Cuevas|+1900
NO-at-BAL|Matthew Hibner|+2000
NO-at-BAL|Oscar Delp|+2200
NO-at-BAL|Rasheen Ali|+2500
NO-at-BAL|Barion Brown|+3500
NO-at-BAL|Kevin Austin Jr.|+3500
PHI-at-TEN|Saquon Barkley|-105
PHI-at-TEN|Jalen Hurts|+150
PHI-at-TEN|Dallas Goedert|+210
PHI-at-TEN|Tony Pollard|+220
PHI-at-TEN|DeVonta Smith|+230
PHI-at-TEN|Dontayvion Wicks|+330
PHI-at-TEN|Tyjae Spears|+400
PHI-at-TEN|Carnell Tate|+420
PHI-at-TEN|WanDale Robinson|+425
PHI-at-TEN|Makai Lemon|+550
PHI-at-TEN|Gunnar Helm|+600
PHI-at-TEN|Tank Bigsby|+650
PHI-at-TEN|Elic Ayomanor|+900
PHI-at-TEN|Cameron Ward|+900
PHI-at-TEN|Calvin Ridley|+1100
PHI-at-TEN|Chimere Dike|+1400
PHI-at-TEN|Will Shipley|+1400
PHI-at-TEN|Johnny Mundt|+1700
PHI-at-TEN|Daniel Bellinger|+1900
PIT-at-NE|Rhamondre Stevenson|+105
PIT-at-NE|Jaylen Warren|+175
PIT-at-NE|Rico Dowdle|+200
PIT-at-NE|Hunter Henry|+230
PIT-at-NE|Drake Maye|+245
PIT-at-NE|Mack Hollins|+280
PIT-at-NE|DK Metcalf|+310
PIT-at-NE|TreVeyon Henderson|+310
PIT-at-NE|Romeo Doubs|+340
PIT-at-NE|Demario Douglas|+420
PIT-at-NE|Michael Pittman Jr.|+525
PIT-at-NE|Pat Freiermuth|+575
PIT-at-NE|Roman Wilson|+750
PIT-at-NE|Eli Raridon|+800
PIT-at-NE|Darnell Washington|+890
PIT-at-NE|Kyle Williams|+950
PIT-at-NE|Aaron Rodgers|+2200
PIT-at-NE|Corey Kiner|+2500
PIT-at-NE|Kaden Wetjen|+2800
PIT-at-NE|Riley Nowakowski|+2800
PIT-at-NE|Efton Chism III|+2800
PIT-at-NE|Germie Bernard|+2800
PIT-at-NE|Eli Heidenreich|+3000
PIT-at-NE|Reggie Gilliam|+4000
PIT-at-NE|Tanner Arkin|+4000
JAX-at-DEN|J.K. Dobbins|+115
JAX-at-DEN|Jaylen Waddle|+200
JAX-at-DEN|Bhayshul Tuten|+215
JAX-at-DEN|Parker Washington|+220
JAX-at-DEN|Courtland Sutton|+240
JAX-at-DEN|RJ Harvey|+265
JAX-at-DEN|Jakobi Meyers|+280
JAX-at-DEN|Brian Thomas Jr.|+320
JAX-at-DEN|Bo Nix|+325
JAX-at-DEN|Brenton Strange|+325
JAX-at-DEN|Chris Rodriguez Jr.|+370
JAX-at-DEN|Pat Bryant|+400
JAX-at-DEN|Evan Engram|+400
JAX-at-DEN|Jonah Coleman|+425
JAX-at-DEN|Trevor Lawrence|+450
JAX-at-DEN|Marvin Mims|+800
JAX-at-DEN|Troy Franklin|+800
JAX-at-DEN|Adam Trautman|+900
JAX-at-DEN|Nate Boerkircher|+900
JAX-at-DEN|Travis Hunter|+1050
JAX-at-DEN|Ameer Abdullah|+1200
JAX-at-DEN|LeQuint Allen|+1250
JAX-at-DEN|Tyler Badie|+1300
JAX-at-DEN|Josh Cameron|+1500
JAX-at-DEN|CJ Williams|+1500
LV-at-LAC|Omarion Hampton|-135
LV-at-LAC|Ashton Jeanty|-105
LV-at-LAC|Quentin Johnston|+170
LV-at-LAC|Tre Harris|+240
LV-at-LAC|Michael Mayer|+300
LV-at-LAC|David Njoku|+325
LV-at-LAC|Tre Tucker|+360
LV-at-LAC|Jalen Nailor|+500
LV-at-LAC|Justin Herbert|+525
LV-at-LAC|Keaton Mitchell|+550
LV-at-LAC|Charlie Kolar|+550
LV-at-LAC|Oronde Gadsden II|+575
LV-at-LAC|Mike Washington Jr.|+650
LV-at-LAC|Jack Bech|+810
LV-at-LAC|Kimani Vidal|+850
LV-at-LAC|Brenen Thompson|+850
LV-at-LAC|Malik Benson|+1250
LV-at-LAC|Ian Thomas|+1500
LV-at-LAC|Kirk Cousins|+2000
LV-at-LAC|Connor Heyward|+2500
LV-at-LAC|Dylan Laube|+2800
LV-at-LAC|Alec Ingold|+5000
MIA-at-SF|Christian McCaffrey|-185
MIA-at-SF|Mike Evans|+150
MIA-at-SF|DeVon Achane|+150
MIA-at-SF|George Kittle|+200
MIA-at-SF|Kaelon Black|+220
MIA-at-SF|Deebo Samuel|+230
MIA-at-SF|Malik Willis|+325
MIA-at-SF|Brock Purdy|+325
MIA-at-SF|Demarcus Robinson|+340
MIA-at-SF|Caleb Douglas|+500
MIA-at-SF|Malik Washington|+535
MIA-at-SF|Greg Dulcich|+700
MIA-at-SF|Chris Bell|+800
MIA-at-SF|Luke Farrell|+800
MIA-at-SF|Kyle Juszczyk|+900
MIA-at-SF|Jordan James|+1050
MIA-at-SF|Ollie Gordon|+1200
MIA-at-SF|Jaylen Wright|+1200
MIA-at-SF|Jacob Cowing|+1400
MIA-at-SF|Kevin Coleman Jr.|+1700
MIA-at-SF|Jalen Tolbert|+2000
MIA-at-SF|Will Kacmarek|+2000
MIA-at-SF|Justin Joly|+4000
MIA-at-SF|DJ Herman|+4000
MIA-at-SF|Brayden Willis|+4000
SEA-at-ARI|Jaxon Smith-Njigba|+140
SEA-at-ARI|Jadarian Price|+165
SEA-at-ARI|George Holani|+210
SEA-at-ARI|Jeremiyah Love|+220
SEA-at-ARI|Tyler Allgeier|+230
SEA-at-ARI|Trey McBride|+245
SEA-at-ARI|A.J. Barner|+360
SEA-at-ARI|Rashid Shaheed|+380
SEA-at-ARI|Michael Wilson|+400
SEA-at-ARI|Marvin Harrison Jr.|+420
SEA-at-ARI|Cooper Kupp|+425
SEA-at-ARI|Drew Lock|+700
SEA-at-ARI|Kendrick Bourne|+800
SEA-at-ARI|Jacoby Brissett|+1000
SEA-at-ARI|Tory Horton|+1100
SEA-at-ARI|Emanuel Wilson|+1300
SEA-at-ARI|Elijah Arroyo|+1400
SEA-at-ARI|Elijah Higgins|+2000
SEA-at-ARI|Eric Saubert|+2800
SEA-at-ARI|Devin Duvernay|+3500
SEA-at-ARI|Reggie Virgil|+3500
SEA-at-ARI|Nick Kallerup|+3500
SEA-at-ARI|Hunter Long|+4000
SEA-at-ARI|Simi Fehoko|+4000
SEA-at-ARI|Zonovan Knight|+4000
SEA-at-ARI|Brady Russell|+4000
SEA-at-ARI|Montorie Foster Jr.|+7000
WAS-at-DAL|Javonte Williams|-175
WAS-at-DAL|Jacory Croskey-Merritt|+110
WAS-at-DAL|CeeDee Lamb|+120
WAS-at-DAL|George Pickens|+145
WAS-at-DAL|Terry McLaurin|+205
WAS-at-DAL|Rachaad White|+225
WAS-at-DAL|Jayden Daniels|+235
WAS-at-DAL|Stefon Diggs|+265
WAS-at-DAL|Jake Ferguson|+300
WAS-at-DAL|Ryan Flournoy|+400
WAS-at-DAL|Antonio Williams|+500
WAS-at-DAL|Emari Demercado|+500
WAS-at-DAL|John Bates|+575
WAS-at-DAL|Dak Prescott|+640
WAS-at-DAL|KaVontae Turpin|+700
WAS-at-DAL|Kaytron Allen|+850
WAS-at-DAL|Brevyn Spann-Ford|+900
WAS-at-DAL|Dyami Brown|+1200
WAS-at-DAL|Hunter Luepke|+1200
WAS-at-DAL|Ben Sinnott|+1300
WAS-at-DAL|Luke Schoonmaker|+1300
WAS-at-DAL|Camden Brown|+1500
WAS-at-DAL|Luke McCaffrey|+1500
WAS-at-DAL|Treylon Burks|+1700
WAS-at-DAL|Jonathan Mingo|+1800
IND-at-KC|Kenneth Walker III|-185
IND-at-KC|Jonathan Taylor|-140
IND-at-KC|Rashee Rice|+145
IND-at-KC|Travis Kelce|+220
IND-at-KC|Xavier Worthy|+245
IND-at-KC|Tyler Warren|+300
IND-at-KC|Patrick Mahomes|+350
IND-at-KC|Alec Pierce|+360
IND-at-KC|Keenan Allen|+400
IND-at-KC|Josh Downs|+400
IND-at-KC|Emmett Johnson|+450
IND-at-KC|Daniel Jones|+625
IND-at-KC|Tyquan Thornton|+650
IND-at-KC|Noah Gray|+800
IND-at-KC|Jared Wiley|+1050
IND-at-KC|Mo Alie-Cox|+1200
IND-at-KC|Ashton Dulin|+1500
IND-at-KC|Jake Briningstool|+1550
IND-at-KC|Seth McGowan|+1800
IND-at-KC|DJ Giddens|+1800
IND-at-KC|Cyrus Allen|+1800
IND-at-KC|Brashard Smith|+2000
IND-at-KC|Nikko Remigio|+2200
IND-at-KC|Jalen Royals|+2500
IND-at-KC|Laquon Treadwell|+2800
