DET-at-BUF|Jahmyr Gibbs|-240
DET-at-BUF|James Cook|-155
DET-at-BUF|Josh Allen|-120
DET-at-BUF|Amon-Ra St. Brown|+120
DET-at-BUF|D.J. Moore|+170
DET-at-BUF|Dalton Kincaid|+190
DET-at-BUF|Jameson Williams|+220
DET-at-BUF|Sam LaPorta|+235
DET-at-BUF|Khalil Shakir|+270
DET-at-BUF|Keon Coleman|+475
DET-at-BUF|Ray Davis|+475
DET-at-BUF|Dawson Knox|+525
DET-at-BUF|Isaac TeSlaa|+550
DET-at-BUF|Joshua Palmer|+650
DET-at-BUF|Jackson Hawes|+950
DET-at-BUF|Sione Vaki|+1100
DET-at-BUF|Brock Wright|+1200
DET-at-BUF|Greg Dortch|+1600
DET-at-BUF|Keleki Latu|+2200
DET-at-BUF|Jared Goff|+2500
DET-at-BUF|Jacob Saylors|+2500
DET-at-BUF|Tyler Conklin|+2800
DET-at-BUF|Tom Kennedy|+3500
DET-at-BUF|Tay Martin|+3500
